date;system_time;cycle_time;data starting; cycle; empty; provided voltage; voltage (mV); current (cA); battery1; battery2; battery3; battery4; battery5; battery6; unknown0; unknown1; capacity (mAh); unknown2
2025-10-22; 13:51:27;0:00:39.951977;$1;1;;12013;4197;19;0;0;0;0;0;0;330;0;2;31
2025-10-22; 13:51:29;0:00:41.991684;$1;1;;12020;4197;18;0;0;0;0;0;0;330;0;2;30
2025-10-22; 13:51:31;0:00:44.001715;$1;1;;12013;4197;20;0;0;0;0;0;0;332;0;2;23
2025-10-22; 13:51:33;0:00:45.933926;$1;1;;12013;4197;20;0;0;0;0;0;0;332;0;2;23
2025-10-22; 13:51:35;0:00:47.944216;$1;1;;12007;4197;20;0;0;0;0;0;0;332;0;3;19
2025-10-22; 13:51:37;0:00:49.981816;$1;1;;12013;4197;20;0;0;0;0;0;0;332;0;3;22
2025-10-22; 13:51:39;0:00:51.991360;$1;1;;12007;4197;20;0;0;0;0;0;0;335;0;3;20
2025-10-22; 13:51:41;0:00:53.927446;$1;1;;12013;4197;20;0;0;0;0;0;0;335;0;3;17
2025-10-22; 13:51:43;0:00:55.936328;$1;1;;12013;4196;20;0;0;0;0;0;0;335;0;3;16
2025-10-22; 13:51:45;0:00:57.977465;$1;1;;12007;4197;20;0;0;0;0;0;0;335;0;3;20
2025-10-22; 13:51:47;0:00:59.987740;$1;1;;12013;4197;20;0;0;0;0;0;0;335;0;3;17
2025-10-22; 13:51:49;0:01:01.930941;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;3;19
2025-10-22; 13:51:51;0:01:03.939682;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;4;20
2025-10-22; 13:51:53;0:01:05.948222;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;4;20
2025-10-22; 13:51:55;0:01:07.959150;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;4;20
2025-10-22; 13:51:57;0:01:09.896424;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;4;20
2025-10-22; 13:51:59;0:01:12.007607;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;4;20
2025-10-22; 13:52:01;0:01:13.938777;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;4;20
2025-10-22; 13:52:03;0:01:15.948087;$1;1;;12020;4197;20;0;0;0;0;0;0;337;0;4;20
2025-10-22; 13:52:05;0:01:17.894007;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;4;20
2025-10-22; 13:52:07;0:01:20.003831;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;4;20
2025-10-22; 13:52:09;0:01:21.939354;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;5;21
2025-10-22; 13:52:11;0:01:23.948121;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;5;21
2025-10-22; 13:52:13;0:01:25.990491;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;5;21
2025-10-22; 13:52:15;0:01:27.999863;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;5;21
2025-10-22; 13:52:17;0:01:29.936559;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;5;21
2025-10-22; 13:52:19;0:01:31.946446;$1;1;;12007;4197;20;0;0;0;0;0;0;337;0;5;16
2025-10-22; 13:52:21;0:01:33.988324;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;5;21
2025-10-22; 13:52:23;0:01:35.997098;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;5;21
2025-10-22; 13:52:25;0:01:37.938694;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;5;21
2025-10-22; 13:52:27;0:01:39.947493;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;6;22
2025-10-22; 13:52:29;0:01:41.985431;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;6;22
2025-10-22; 13:52:31;0:01:43.994848;$1;1;;12013;4197;20;0;0;0;0;0;0;337;1;6;23
2025-10-22; 13:52:33;0:01:45.936577;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;6;22
2025-10-22; 13:52:35;0:01:47.947029;$1;1;;12007;4197;20;0;0;0;0;0;0;337;0;6;19
2025-10-22; 13:52:37;0:01:49.891111;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;6;22
2025-10-22; 13:52:39;0:01:52.000600;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;6;22
2025-10-22; 13:52:41;0:01:53.934991;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;6;22
2025-10-22; 13:52:43;0:01:55.945568;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;6;22
2025-10-22; 13:52:45;0:01:57.979750;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;7;23
2025-10-22; 13:52:47;0:01:59.988608;$1;1;;12013;4197;20;0;0;0;0;0;0;337;0;7;23
2025-10-22; 13:52:49;0:02:01.928438;$1;1;;12013;4197;19;0;0;0;0;0;0;337;0;7;29
2025-10-22; 13:52:51;0:02:03.938047;$1;1;;12013;4197;19;0;0;0;0;0;0;337;0;7;29
2025-10-22; 13:52:53;0:02:05.980178;$1;1;;12013;4197;19;0;0;0;0;0;0;337;0;7;29
2025-10-22; 13:52:55;0:02:07.989771;$1;1;;12013;4197;19;0;0;0;0;0;0;337;0;7;29
2025-10-22; 13:52:57;0:02:09.928772;$1;1;;12013;4197;19;0;0;0;0;0;0;337;0;7;29
2025-10-22; 13:52:59;0:02:11.938633;$1;1;;12013;4197;19;0;0;0;0;0;0;337;0;7;29
2025-10-22; 13:53:01;0:02:13.977710;$1;1;;12013;4197;19;0;0;0;0;0;0;337;0;7;29
2025-10-22; 13:53:03;0:02:15.987517;$1;1;;12013;4197;19;0;0;0;0;0;0;337;0;8;18
2025-10-22; 13:53:05;0:02:17.928680;$1;1;;12013;4197;19;0;0;0;0;0;0;337;0;8;18
2025-10-22; 13:53:07;0:02:19.939637;$1;1;;12013;4197;19;0;0;0;0;0;0;340;0;8;18
2025-10-22; 13:53:09;0:02:21.980167;$1;1;;12013;4197;19;0;0;0;0;0;0;340;0;8;18
2025-10-22; 13:53:11;0:02:23.989685;$1;1;;12013;4197;19;0;0;0;0;0;0;337;0;8;18
2025-10-22; 13:53:13;0:02:25.926309;$1;1;;12013;4197;19;0;0;0;0;0;0;340;1;8;19
2025-10-22; 13:53:15;0:02:27.936691;$1;1;;12013;4197;19;0;0;0;0;0;0;337;0;8;18
2025-10-22; 13:53:17;0:02:29.978278;$1;1;;12013;4197;19;0;0;0;0;0;0;340;0;8;18
2025-10-22; 13:53:19;0:02:31.987262;$1;1;;12013;4197;19;0;0;0;0;0;0;340;0;8;18
2025-10-22; 13:53:21;0:02:33.929042;$1;1;;12013;4197;19;0;0;0;0;0;0;340;0;9;19
2025-10-22; 13:53:23;0:02:35.938770;$1;1;;12020;4197;19;0;0;0;0;0;0;340;0;9;19
2025-10-22; 13:53:25;0:02:37.981497;$1;1;;12013;4197;19;0;0;0;0;0;0;342;0;9;17
2025-10-22; 13:53:27;0:02:39.991198;$1;1;;12013;4197;19;0;0;0;0;0;0;342;0;9;17
2025-10-22; 13:53:29;0:02:41.927901;$1;1;;12013;4197;19;0;0;0;0;0;0;342;0;9;17
2025-10-22; 13:53:31;0:02:43.936397;$1;1;;12013;4197;19;0;0;0;0;0;0;342;0;9;17
2025-10-22; 13:53:33;0:02:45.978740;$1;1;;12020;4197;19;0;0;0;0;0;0;342;0;9;17
2025-10-22; 13:53:35;0:02:47.988152;$1;1;;12013;4197;19;0;0;0;0;0;0;340;0;9;19
2025-10-22; 13:53:37;0:02:49.929810;$1;1;;12013;4197;19;0;0;0;0;0;0;342;0;9;17
2025-10-22; 13:53:39;0:02:51.940842;$1;1;;12013;4197;19;0;0;0;0;0;0;342;0;10;41
2025-10-22; 13:53:41;0:02:53.983325;$1;1;;12013;4197;19;0;0;0;0;0;0;342;0;10;41
2025-10-22; 13:53:43;0:02:55.992953;$1;1;;12013;4197;19;0;0;0;0;0;0;342;0;10;41
2025-10-22; 13:53:45;0:02:57.932417;$1;1;;12013;4197;19;0;0;0;0;0;0;342;0;10;41
2025-10-22; 13:53:47;0:02:59.942499;$1;1;;12013;4197;19;0;0;0;0;0;0;342;0;10;41
2025-10-22; 13:53:49;0:03:01.893391;$1;1;;12020;4197;19;0;0;0;0;0;0;344;1;10;46
2025-10-22; 13:53:51;0:03:04.003220;$1;1;;12013;4197;19;0;0;0;0;0;0;344;0;10;47
2025-10-22; 13:53:53;0:03:05.944196;$1;1;;12013;4197;19;0;0;0;0;0;0;342;0;10;41
2025-10-22; 13:53:55;0:03:07.953458;$1;1;;12013;4197;19;0;0;0;0;0;0;342;0;10;41
2025-10-22; 13:53:57;0:03:09.902687;$1;1;;12020;4197;19;0;0;0;0;0;0;342;0;11;40
2025-10-22; 13:53:59;0:03:11.911706;$1;1;;12013;4197;19;0;0;0;0;0;0;344;0;11;46
2025-10-22; 13:54:01;0:03:13.963982;$1;1;;12013;4197;19;0;0;0;0;0;0;344;0;11;46
2025-10-22; 13:54:03;0:03:15.973228;$1;1;;12013;4197;19;0;0;0;0;0;0;344;0;11;46
